"species","organ","metabolite","concentration_ppm","stError_ppm"
"racemosa_SC","leaves","baicalin",57.3221208871805,NA
"racemosa_SC","leaves","chrysin",0.881802395992564,NA
"racemosa_SC","leaves","chrysinG",0,NA
"racemosa_SC","leaves","hispidulin",5.84965063717006,NA
"racemosa_SC","leaves","hispidulinG",7.11335713363662,NA
"racemosa_SC","leaves","isoscutellarin",0,NA
"racemosa_SC","leaves","oroxylinA",82.0252640649563,NA
"racemosa_SC","leaves","oroxyloside",134.670732903812,NA
"racemosa_SC","leaves","scutellarein",0,NA
"racemosa_SC","leaves","scutellarin",0,NA
"racemosa_SC","leaves","wogonin",0.311283766736076,NA
"racemosa_SC","leaves","wogonoside",0,NA
"racemosa_SC","roots","acteoside",3.2388336643673,NA
"racemosa_SC","roots","apigenin",0,NA
"racemosa_SC","roots","apigeninG",0,NA
"racemosa_SC","roots","baicalein",0.0248901555915679,NA
"racemosa_SC","roots","baicalin",15.6665589883402,NA
"racemosa_SC","roots","chrysin",0,NA
"racemosa_SC","roots","chrysinG",0,NA
"racemosa_SC","roots","hispidulin",0,NA
"racemosa_SC","roots","hispidulinG",0,NA
"racemosa_SC","roots","isoscutellarin",0,NA
"racemosa_SC","roots","oroxylinA",0.766642352749617,NA
"racemosa_SC","roots","oroxyloside",0,NA
"racemosa_SC","roots","scutellarein",0,NA
"racemosa_SC","roots","scutellarin",0,NA
"racemosa_SC","roots","wogonin",5.98239076018372,NA
"racemosa_SC","roots","wogonoside",4.33011988850136,NA
"racemosa_SC","stems","acteoside",13.4522352011706,NA
"racemosa_SC","stems","apigenin",0,NA
"racemosa_SC","stems","apigeninG",0.148729034784791,NA
"racemosa_SC","stems","baicalein",0.198855749739567,NA
"racemosa_SC","stems","baicalin",5.8558622218382,NA
"racemosa_SC","stems","chrysin",0.231848943944467,NA
"racemosa_SC","stems","chrysinG",0,NA
"racemosa_SC","stems","hispidulin",1.96511009256196,NA
"racemosa_SC","stems","hispidulinG",0,NA
